name,item,form_set,perm,way_of_asking,context,prompt_text,model,logprobs_dict
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -12.641098976135254, 'businessman': -10.797348856925964, 'businesswoman': -12.926324728876352}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -12.73211121559143, 'businessman': -10.989923775196075, 'businesswoman': -12.665769830346107}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -13.497022151947021, 'businessman': -11.504834651947021, 'businesswoman': -13.371613090857863}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -13.043386220932007, 'businessman': -10.941823780536652, 'businesswoman': -12.948854770511389}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -12.606848955154419, 'businessman': -10.786536514759064, 'businesswoman': -12.839122649282217}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -12.282018423080444, 'businessman': -10.297643482685089, 'businesswoman': -12.132577326148748}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -12.86133337020874, 'businessman': -10.69727087020874, 'businesswoman': -12.823638997972012}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -12.447916984558105, 'businessman': -10.90885442495346, 'businesswoman': -12.026739716529846}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -13.59643816947937, 'businessman': -11.385500580072403, 'businesswoman': -14.85078172199428}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -12.565706491470337, 'businessman': -10.034456491470337, 'businesswoman': -12.834719167090952}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -14.025542378425598, 'businessman': -13.634917378425598, 'businesswoman': -14.63872934319079}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -14.844970703125, 'businessman': -12.50903332233429, 'businesswoman': -14.06889309734106}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -15.060916185379028, 'businessman': -14.428103685379028, 'businesswoman': -14.931511396542192}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -13.153832912445068, 'businessman': -11.200707912445068, 'businesswoman': -13.409232253208756}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -15.364727973937988, 'businessman': -14.450665354728699, 'businesswoman': -15.041418574750423}"
Frankie,businessperson,"['businessperson', 'businessman', 'businesswoman']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'businessperson': -15.537363767623901, 'businessman': -13.045176267623901, 'businesswoman': -14.393548008054495}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -14.72719693183899, 'cameraman': -13.414720501750708, 'camerawoman': -17.6210550731048}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -14.47995674610138, 'cameraman': -13.157669343054295, 'camerawoman': -16.558167315088212}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -16.220030069351196, 'cameraman': -14.643186151981354, 'camerawoman': -18.238461520522833}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -15.227653741836548, 'cameraman': -14.260454919189215, 'camerawoman': -18.3350462121889}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -14.9429612159729, 'cameraman': -13.610675349831581, 'camerawoman': -17.847075786441565}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -16.100521087646484, 'cameraman': -14.521139845252037, 'camerawoman': -18.251206677407026}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -14.419098854064941, 'cameraman': -13.301196407526731, 'camerawoman': -17.532515596598387}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -15.959789037704468, 'cameraman': -14.781796157360077, 'camerawoman': -17.766463428735733}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -16.53210735321045, 'cameraman': -15.080744683742523, 'camerawoman': -18.378697510808706}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -16.50157332420349, 'cameraman': -15.95678961277008, 'camerawoman': -18.87894945219159}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -15.231910824775696, 'cameraman': -14.630174115300179, 'camerawoman': -17.421306966803968}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -17.349724769592285, 'cameraman': -16.273250341415405, 'camerawoman': -18.68871358036995}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -16.578595876693726, 'cameraman': -16.662949457764626, 'camerawoman': -18.8497024923563}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -14.949081420898438, 'cameraman': -13.59621138125658, 'camerawoman': -17.16286751907319}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -19.236024618148804, 'cameraman': -18.41515225172043, 'camerawoman': -20.992259935475886}"
Frankie,camera operator,"['camera operator', 'cameraman', 'camerawoman']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'camera operator': -18.29835033416748, 'cameraman': -16.59529948234558, 'camerawoman': -19.67731114383787}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -16.296369075775146, 'congressman': -13.483868971467018, 'congresswoman': -16.124184505082667}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -16.387796878814697, 'congressman': -13.903421893715858, 'congresswoman': -16.229861168190837}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -16.74863362312317, 'congressman': -14.139258623123169, 'congresswoman': -16.520199769176543}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -17.18370223045349, 'congressman': -14.121202141046524, 'congresswoman': -16.603306844830513}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -17.019872665405273, 'congressman': -14.05112275481224, 'congresswoman': -16.65830667503178}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -16.65797448158264, 'congressman': -13.486099496483803, 'congresswoman': -16.11141274496913}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -17.680700540542603, 'congressman': -14.469762936234474, 'congresswoman': -17.195524306036532}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -12.935668349266052, 'congressman': -10.873168379068375, 'congresswoman': -12.495793828740716}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -13.657853245735168, 'congressman': -11.157853305339813, 'congresswoman': -14.527535068802536}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -13.411249279975891, 'congressman': -10.020624279975891, 'congresswoman': -12.938600488938391}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -16.249814987182617, 'congressman': -14.687315046787262, 'congresswoman': -16.168902257457376}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -17.54672074317932, 'congressman': -14.249845638871193, 'congresswoman': -16.52539781294763}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -17.48330020904541, 'congressman': -16.85830020904541, 'congresswoman': -17.16870083939284}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -16.68043613433838, 'congressman': -14.274186119437218, 'congresswoman': -16.895404735580087}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -19.5681209564209, 'congressman': -18.130621016025543, 'congresswoman': -19.21921643987298}"
Frankie,congressperson,"['congressperson', 'congressman', 'congresswoman']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'congressperson': -19.169996976852417, 'congressman': -16.310621917247772, 'congresswoman': -18.346608250401914}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -14.980750181013718, 'craftsman': -12.628613164648414, 'craftswoman': -16.825009116902947}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -14.64071438240353, 'craftsman': -12.885873144492507, 'craftswoman': -16.69449933618307}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.490649904124439, 'craftsman': -13.182978635653853, 'craftswoman': -16.638339089229703}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.539486592053436, 'craftsman': -13.123134560883045, 'craftswoman': -16.802817119285464}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.094062505755574, 'craftsman': -12.864833557978272, 'craftswoman': -16.786746273748577}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -12.830459835706279, 'craftsman': -10.116715658456087, 'craftswoman': -14.254892941564322}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.315645496826619, 'craftsman': -12.963275626301765, 'craftswoman': -16.782867327332497}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.019764444441535, 'craftsman': -13.863252762705088, 'craftswoman': -17.691857431083918}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.881025488837622, 'craftsman': -13.572829727083445, 'craftswoman': -19.024090142920613}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -16.6583557035774, 'craftsman': -13.696453234180808, 'craftswoman': -18.751919019967318}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.28918072313536, 'craftsman': -14.68683160468936, 'craftswoman': -17.19963446073234}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.935416955384426, 'craftsman': -13.814568281173706, 'craftswoman': -17.298027399927378}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.32807038188912, 'craftsman': -15.078099891543388, 'craftswoman': -16.860190629959106}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -15.210665731923655, 'craftsman': -13.018595080822706, 'craftswoman': -17.41860125027597}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -17.52800647285767, 'craftsman': -16.63556444272399, 'craftswoman': -19.218971045687795}"
Frankie,craftsperson,"['craftsperson', 'craftsman', 'craftswoman']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'craftsperson': -16.621818889165297, 'craftsman': -14.521974015980959, 'craftswoman': -16.749308554455638}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -14.283561944961548, 'crewman': -14.158561944961548, 'crewwoman': -19.47327335551381}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -14.668225288391113, 'crewman': -14.840100288391113, 'crewwoman': -19.610146186314523}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -15.489449501037598, 'crewman': -15.442574501037598, 'crewwoman': -19.36971229687333}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -15.156694889068604, 'crewman': -15.078569889068604, 'crewwoman': -20.154175095260143}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -14.852940797805786, 'crewman': -14.665440797805786, 'crewwoman': -19.560785895213485}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -15.618200063705444, 'crewman': -15.352575063705444, 'crewwoman': -18.468442671000957}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -15.081178426742554, 'crewman': -15.057740926742554, 'crewwoman': -19.79864053800702}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -18.501709938049316, 'crewman': -19.564209938049316, 'crewwoman': -20.42098394036293}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -19.058652877807617, 'crewman': -19.582090377807617, 'crewwoman': -21.07006999850273}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -19.863698959350586, 'crewman': -19.793386459350586, 'crewwoman': -20.32793638110161}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -15.76628041267395, 'crewman': -16.67253041267395, 'crewwoman': -22.466557861305773}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -18.417996406555176, 'crewman': -17.683621644973755, 'crewwoman': -20.414478287100792}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -16.504508018493652, 'crewman': -18.192008018493652, 'crewwoman': -22.3536720527336}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -14.771062135696411, 'crewman': -14.896062135696411, 'crewwoman': -19.55511186644435}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -18.966299057006836, 'crewman': -19.388174057006836, 'crewwoman': -21.640648457221687}"
Frankie,crewmember,"['crewmember', 'crewman', 'crewwoman']",nan,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'crewmember': -18.98679542541504, 'crewman': -17.68210792541504, 'crewwoman': -21.84238796122372}"
Frankie,firefighter,"['firefighter', 'fireman', 'firewoman']",nan,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'firefighter': -11.537070342536026, 'fireman': -11.410371899604797, 'firewoman': -18.32076334953308}"
Frankie,firefighter,"['firefighter', 'fireman', 'firewoman']",nan,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'firefighter': -10.924689415900502, 'fireman': -11.079474687576294, 'firewoman': -17.511828005313873}"
Frankie,firefighter,"['firefighter', 'fireman', 'firewoman']",nan,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'firefighter': -13.067678950283153, 'fireman': -12.581193327903748, 'firewoman': -18.455824315547943}"
Frankie,firefighter,"['firefighter', 'fireman', 'firewoman']",nan,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'firefighter': -12.537501037579204, 'fireman': -12.09829592704773, 'firewoman': -18.898141115903854}"
Frankie,firefighter,"['firefighter', 'fireman', 'firewoman']",nan,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'firefighter': -11.866798552367982, 'fireman': -11.85742437839508, 'firewoman': -18.70037090778351}"
Frankie,firefighter,"['firefighter', 'fireman', 'firewoman']",nan,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'firefighter': -13.032932676731434, 'fireman': -13.046452045440674, 'firewoman': -17.937786877155304}"
Frankie,firefighter,"['firefighter', 'fireman', 'firewoman']",nan,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'firefighter': -12.112880004006001, 'fireman': -11.892406940460205, 'firewoman': -18.69092071056366}"
Frankie,firefighter,"['firefighter', 'fireman', 'firewoman']",nan,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'firefighter': -14.137416644851328, 'fireman': -14.38976526260376, 'firewoman': -18.031453922390938}"
Frankie,firefighter,"['firefighter', 'fireman', 'firewoman']",nan,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'firefighter': -13.116816405876307, 'fireman': -13.058966398239136, 'firewoman': -18.88437408208847}"
Frankie,firefighter,"['firefighter', 'fireman', 'firewoman']",nan,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'firefighter': -14.549734476880985, 'fireman': -14.063702821731567, 'firewoman': -19.512214839458466}"
Frankie,firefighter,"['firefighter', 'fireman', 'firewoman']",nan,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'firefighter': -11.46837099707409, 'fireman': -12.357825756072998, 'firewoman': -17.692431174218655}"
Frankie,firefighter,"['firefighter', 'fireman', 'firewoman']",nan,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'firefighter': -14.461750455579022, 'fireman': -14.61558985710144, 'firewoman': -19.029201835393906}"
Frankie,firefighter,"['firefighter', 'fireman', 'firewoman']",nan,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Frankie is a ____."" is [FORM]",llama-2-7B,"{'firefighter': -12.757359708972217, 'fireman': -14.006083011627197, 'firewoman': -17.225764650851488}"
