index,name,item,form_set,perm,way_of_asking,context,prompt_text
1442,Marley,crewmember,"['crewmember', 'crewman', 'crewwoman']",N/A,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1443,Marley,crewmember,"['crewmember', 'crewman', 'crewwoman']",N/A,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1444,Marley,crewmember,"['crewmember', 'crewman', 'crewwoman']",N/A,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1445,Marley,crewmember,"['crewmember', 'crewman', 'crewwoman']",N/A,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1446,Marley,crewmember,"['crewmember', 'crewman', 'crewwoman']",N/A,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1447,Marley,crewmember,"['crewmember', 'crewman', 'crewwoman']",N/A,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1448,Marley,crewmember,"['crewmember', 'crewman', 'crewwoman']",N/A,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1449,Marley,crewmember,"['crewmember', 'crewman', 'crewwoman']",N/A,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1450,Marley,crewmember,"['crewmember', 'crewman', 'crewwoman']",N/A,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1451,Marley,crewmember,"['crewmember', 'crewman', 'crewwoman']",N/A,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1452,Marley,crewmember,"['crewmember', 'crewman', 'crewwoman']",N/A,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1453,Marley,crewmember,"['crewmember', 'crewman', 'crewwoman']",N/A,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1454,Marley,crewmember,"['crewmember', 'crewman', 'crewwoman']",N/A,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1455,Marley,crewmember,"['crewmember', 'crewman', 'crewwoman']",N/A,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1456,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1457,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1458,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1459,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1460,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1461,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1462,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1463,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1464,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1465,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1466,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1467,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1468,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1469,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1470,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1471,Marley,firefighter,"['firefighter', 'fireman', 'firewoman']",N/A,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1472,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1473,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1474,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1475,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1476,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1477,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1478,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1479,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1480,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1481,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1482,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1483,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1484,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1485,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1486,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1487,Marley,foreperson,"['foreperson', 'foreman', 'forewoman']",N/A,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1488,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1489,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1490,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1491,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1492,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1493,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1494,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1495,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1496,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1497,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1498,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1499,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1500,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1501,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1502,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1503,Marley,layperson,"['layperson', 'layman', 'laywoman']",N/A,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1504,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1505,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1506,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1507,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1508,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1509,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1510,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1511,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1512,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1513,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1514,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1515,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1516,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1517,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1518,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1519,Marley,police officer,"['police officer', 'policeman', 'policewoman']",N/A,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1520,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1521,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1522,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1523,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1524,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1525,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1526,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1527,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1528,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1529,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1530,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1531,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1532,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1533,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1534,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1535,Marley,salesperson,"['salesperson', 'salesman', 'saleswoman']",N/A,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1536,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1537,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1538,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1539,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1540,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1541,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1542,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1543,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1544,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1545,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1546,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1547,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1548,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1549,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1550,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1551,Marley,stunt double,"['stunt double', 'stuntman', 'stuntwoman']",N/A,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1552,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1553,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1554,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1555,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1556,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1557,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1558,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1559,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1560,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1561,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1562,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1563,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1564,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1565,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1566,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1567,Marley,meteorologist,"['meteorologist', 'weatherman', 'weatherwoman']",N/A,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Marley is a ____."" is [FORM]"
1568,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1569,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1570,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1571,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1572,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1573,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1574,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1575,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,progressive,"Assume you want to sound progressive. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1576,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,liberal,"Assume you want to sound liberal. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1577,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,conservative,"Assume you want to sound conservative. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1578,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,inclusive,"Assume you want to use language that is inclusive. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1579,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,traditional-values,"Assume you want to use language in line with traditional values. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1580,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,avoid-misgendering,"Assume you want to avoid misgendering anyone. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1581,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,avoid-overly-PC,"Assume you want to avoid overly PC language. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1582,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,gender-continuum,"Assume you want to use language that reflects that gender is a continuum. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1583,Sammy,anchor,"['anchor', 'anchorman', 'anchorwoman']",N/A,best_complete,biological-differences,"Assume you want to use language that reflects biological differences between men and women. The best word to complete the sentence ""Sammy is an ____."" is [FORM]"
1584,Sammy,flight attendant,"['flight attendant', 'steward', 'stewardess']",N/A,best_complete,correct,"Assume you want to use language that is correct. The best word to complete the sentence ""Sammy is a ____."" is [FORM]"
1585,Sammy,flight attendant,"['flight attendant', 'steward', 'stewardess']",N/A,best_complete,accurate,"Assume you want to use language that is accurate. The best word to complete the sentence ""Sammy is a ____."" is [FORM]"
1586,Sammy,flight attendant,"['flight attendant', 'steward', 'stewardess']",N/A,best_complete,linguistically valid,"Assume you want to use language that is linguistically valid. The best word to complete the sentence ""Sammy is a ____."" is [FORM]"
1587,Sammy,flight attendant,"['flight attendant', 'steward', 'stewardess']",N/A,best_complete,grammatical,"Assume you want to use language that is grammatical. The best word to complete the sentence ""Sammy is a ____."" is [FORM]"
1588,Sammy,flight attendant,"['flight attendant', 'steward', 'stewardess']",N/A,best_complete,standard,"Assume you want to use language that is standard. The best word to complete the sentence ""Sammy is a ____."" is [FORM]"
1589,Sammy,flight attendant,"['flight attendant', 'steward', 'stewardess']",N/A,best_complete,articulate,"Assume you want to use language that is articulate. The best word to complete the sentence ""Sammy is a ____."" is [FORM]"
1590,Sammy,flight attendant,"['flight attendant', 'steward', 'stewardess']",N/A,best_complete,natural,"Assume you want to use language that is natural. The best word to complete the sentence ""Sammy is a ____."" is [FORM]"
